frame_idx,timestamp,A_forehead_R_raw,A_forehead_G_raw,A_forehead_B_raw,A_forehead_R_BPF,A_forehead_G_BPF,A_forehead_B_BPF,A_forehead_R_BPFSG,A_forehead_G_BPFSG,A_forehead_B_BPFSG,A_forehead_rPPG,B_cheek_R_raw,B_cheek_G_raw,B_cheek_B_raw,B_cheek_R_BPF,B_cheek_G_BPF,B_cheek_B_BPF,B_cheek_R_BPFSG,B_cheek_G_BPFSG,B_cheek_B_BPFSG,B_cheek_rPPG,C_combined_R_raw,C_combined_G_raw,C_combined_B_raw,C_combined_R_BPF,C_combined_G_BPF,C_combined_B_BPF,C_combined_R_BPFSG,C_combined_G_BPFSG,C_combined_B_BPFSG,C_combined_rPPG
48,1777725427.236180,161.746684,139.867602,130.103954,-0.238709,-0.079642,-0.232233,-0.258846,-0.093811,-0.256573,0.039483,142.671793,134.613703,122.400364,0.083047,0.154400,0.042034,0.070413,0.179863,0.073183,-0.245731,149.030090,136.365002,124.968228,-0.024205,0.076386,-0.049388,-0.039340,0.088638,-0.036735,-0.933749
49,1777725427.272379,161.252153,139.627026,130.038121,-0.379549,-0.161368,-0.271722,-0.391584,-0.172269,-0.297495,0.028875,142.745700,134.938265,122.783965,0.068500,0.294318,0.204867,0.049857,0.317208,0.233952,-0.271845,148.914517,136.501186,125.202017,-0.080849,0.142423,0.046004,-0.097290,0.154049,0.056803,-1.000000
50,1777725427.300528,161.252153,139.627026,130.038121,-0.508963,-0.252488,-0.338868,-0.504525,-0.253321,-0.347458,0.019872,142.745700,134.938265,122.783965,0.016060,0.444774,0.389321,0.005523,0.448075,0.393792,-0.257851,148.914517,136.501186,125.202017,-0.158948,0.212353,0.146592,-0.164493,0.214276,0.146709,-0.898106
51,1777725427.324064,160.621273,139.193841,129.282297,-0.588591,-0.331867,-0.402992,-0.556930,-0.317745,-0.375244,0.014218,142.235211,135.787535,123.914507,-0.062001,0.565332,0.545167,-0.055349,0.533728,0.504414,-0.234959,148.363899,136.922971,125.703770,-0.237531,0.266266,0.229114,-0.222542,0.249904,0.211195,-0.659391
52,1777725427.349920,160.621273,139.193841,129.282297,-0.573062,-0.370071,-0.406565,-0.521583,-0.349790,-0.359470,0.010728,142.235211,135.787535,123.914507,-0.131996,0.594606,0.593676,-0.119452,0.546397,0.532525,-0.236451,148.363899,136.922971,125.703770,-0.279018,0.273047,0.260262,-0.253496,0.247668,0.235193,-0.371140
53,1777725427.387336,160.621273,139.193841,129.282297,-0.438024,-0.351920,-0.317839,-0.403151,-0.342171,-0.297114,0.008770,142.235211,135.787535,123.914507,-0.178194,0.500057,0.495575,-0.172364,0.478275,0.470187,-0.249139,148.363899,136.922971,125.703770,-0.264804,0.216064,0.224437,-0.249293,0.204793,0.214420,-0.122660
54,1777725427.424163,161.755699,139.647670,130.608409,-0.221318,-0.292790,-0.178914,-0.234620,-0.295687,-0.199717,0.008392,142.318732,134.520117,122.350802,-0.205744,0.323805,0.307461,-0.202467,0.338168,0.330049,-0.247003,148.797721,136.229301,125.103338,-0.210935,0.118273,0.145336,-0.213185,0.126883,0.153460,0.075001
55,1777725427.459199,162.228496,139.549547,130.278798,-0.017214,-0.219409,-0.066535,-0.061962,-0.220680,-0.092930,0.009347,142.199886,134.863707,122.868900,-0.217818,0.139655,0.122216,-0.210033,0.153491,0.144363,-0.224060,148.876089,136.425654,125.338866,-0.150950,0.019967,0.059299,-0.160676,0.028767,0.065265,0.233555
56,1777725427.498354,162.228496,139.549547,130.278798,0.105483,-0.137209,0.003480,0.070736,-0.134527,-0.007559,0.010606,142.199886,134.863707,122.868900,-0.209382,-0.037959,-0.043588,-0.206482,-0.037004,-0.044448,-0.185125,148.876089,136.425654,125.338866,-0.104427,-0.071042,-0.027899,-0.114076,-0.069512,-0.032151,0.342859
57,1777725427.518359,161.969260,139.940306,130.462500,0.146825,-0.051572,0.045915,0.138204,-0.054025,0.039992,0.009834,142.606122,134.292638,122.460569,-0.190159,-0.208325,-0.197474,-0.201455,-0.203227,-0.202011,-0.142542,149.060502,136.175194,125.127879,-0.077831,-0.156074,-0.116344,-0.088236,-0.153493,-0.121343,0.393230
